Genes	Modules
1056	ENSG00000119185	steelblue
1057	ENSG00000119280	darkturquoise
1058	ENSG00000119318	black
1059	ENSG00000119326	steelblue
1060	ENSG00000119333	cyan
1061	ENSG00000119335	black
1062	ENSG00000119383	darkmagenta
1063	ENSG00000119396	black
1064	ENSG00000119421	blue
1065	ENSG00000119487	black
1066	ENSG00000119596	darkmagenta
1067	ENSG00000119655	blue
1068	ENSG00000119681	green
1069	ENSG00000119689	brown
1070	ENSG00000119705	blue
1071	ENSG00000119707	darkmagenta
1072	ENSG00000119720	darkmagenta
1073	ENSG00000119777	grey
1074	ENSG00000119801	steelblue
1075	ENSG00000119820	darkmagenta
1076	ENSG00000119899	darkmagenta
1077	ENSG00000119917	midnightblue
1078	ENSG00000119922	midnightblue
1079	ENSG00000119938	darkturquoise
1080	ENSG00000120129	lightyellow
1081	ENSG00000120265	darkturquoise
1082	ENSG00000120438	black
1083	ENSG00000120533	darkturquoise
1084	ENSG00000120594	black
1085	ENSG00000120675	darkturquoise
1086	ENSG00000120686	black
1087	ENSG00000120688	darkmagenta
1088	ENSG00000120694	black
1089	ENSG00000120697	darkturquoise
1090	ENSG00000120705	black
1091	ENSG00000120708	white
1092	ENSG00000120725	darkmagenta
1093	ENSG00000120738	steelblue
1094	ENSG00000120742	darkturquoise
1095	ENSG00000120805	darkturquoise
1096	ENSG00000120820	brown
1097	ENSG00000120875	darkmagenta
1098	ENSG00000120885	grey
1099	ENSG00000120896	darkorange
1100	ENSG00000120899	green
1101	ENSG00000120913	lightgreen
1102	ENSG00000120948	black
1103	ENSG00000121022	darkturquoise
1104	ENSG00000121039	steelblue
1105	ENSG00000121060	midnightblue
1106	ENSG00000121064	black
1107	ENSG00000121067	darkmagenta
1108	ENSG00000121068	greenyellow
1109	ENSG00000121578	darkturquoise
1110	ENSG00000121579	black
1111	ENSG00000121691	green
1112	ENSG00000121766	darkmagenta
1113	ENSG00000121769	grey
1114	ENSG00000121774	black
1115	ENSG00000121851	darkmagenta
1116	ENSG00000121892	black
1117	ENSG00000121898	grey
1118	ENSG00000122034	blue
1119	ENSG00000122042	black
1120	ENSG00000122068	black
1121	ENSG00000122176	lightgreen
1122	ENSG00000122203	black
1123	ENSG00000122218	white
1124	ENSG00000122257	darkmagenta
1125	ENSG00000122359	lightgreen
1126	ENSG00000122406	blue
1127	ENSG00000122420	steelblue
1128	ENSG00000122545	black
1129	ENSG00000122565	darkturquoise
1130	ENSG00000122566	black
1131	ENSG00000122591	black
1132	ENSG00000122641	blue
1133	ENSG00000122642	brown
1134	ENSG00000122694	blue
1135	ENSG00000122705	blue
1136	ENSG00000122707	green
1137	ENSG00000122729	steelblue
1138	ENSG00000122786	darkmagenta
1139	ENSG00000122861	blue
1140	ENSG00000122862	darkturquoise
1141	ENSG00000122863	brown
1142	ENSG00000122870	black
1143	ENSG00000122884	darkturquoise
1144	ENSG00000123091	black
1145	ENSG00000123131	blue
1146	ENSG00000123136	greenyellow
1147	ENSG00000123143	cyan
1148	ENSG00000123144	cyan
1149	ENSG00000123159	lightgreen
1150	ENSG00000123200	darkmagenta
1151	ENSG00000123240	grey60
1152	ENSG00000123384	green
1153	ENSG00000123416	black
1154	ENSG00000123505	black
1155	ENSG00000123562	black
1156	ENSG00000123610	midnightblue
1157	ENSG00000123737	darkturquoise
1158	ENSG00000123933	green
1159	ENSG00000123989	darkorange
1160	ENSG00000123992	darkmagenta
1161	ENSG00000124067	darkmagenta
1162	ENSG00000124098	darkmagenta
1163	ENSG00000124104	darkorange
1164	ENSG00000124107	pink
1165	ENSG00000124145	lightyellow
1166	ENSG00000124155	darkorange
1167	ENSG00000124172	blue
1168	ENSG00000124177	darkmagenta
1169	ENSG00000124181	brown
1170	ENSG00000124193	black
1171	ENSG00000124201	darkmagenta
1172	ENSG00000124207	darkturquoise
1173	ENSG00000124212	steelblue
1174	ENSG00000124214	black
1175	ENSG00000124225	white
1176	ENSG00000124226	blue
1177	ENSG00000124228	darkmagenta
1178	ENSG00000124356	darkmagenta
1179	ENSG00000124380	darkmagenta
1180	ENSG00000124422	brown
1181	ENSG00000124486	black
1182	ENSG00000124541	darkmagenta
1183	ENSG00000124562	blue
1184	ENSG00000124570	grey
1185	ENSG00000124588	blue
1186	ENSG00000124733	blue
1187	ENSG00000124762	grey60
1188	ENSG00000124766	darkmagenta
1189	ENSG00000124767	darkturquoise
1190	ENSG00000124783	black
1191	ENSG00000124784	darkmagenta
1192	ENSG00000124785	greenyellow
1193	ENSG00000124795	grey60
1194	ENSG00000124831	darkmagenta
1195	ENSG00000124875	white
1196	ENSG00000124942	brown
1197	ENSG00000125037	cyan
1198	ENSG00000125107	black
1199	ENSG00000125148	cyan
1200	ENSG00000125304	black
1201	ENSG00000125351	darkmagenta
1202	ENSG00000125356	blue
1203	ENSG00000125378	lightyellow
1204	ENSG00000125520	lightgreen
1205	ENSG00000125534	darkorange
1206	ENSG00000125629	darkturquoise
1207	ENSG00000125651	darkmagenta
1208	ENSG00000125676	darkmagenta
1209	ENSG00000125691	blue
1210	ENSG00000125730	darkmagenta
1211	ENSG00000125740	grey60
1212	ENSG00000125743	blue
1213	ENSG00000125753	greenyellow
1214	ENSG00000125779	darkmagenta
1215	ENSG00000125817	darkorange
1216	ENSG00000125826	blue
1217	ENSG00000125827	steelblue
1218	ENSG00000125835	blue
1219	ENSG00000125844	darkmagenta
1220	ENSG00000125868	darkturquoise
1221	ENSG00000125870	white
1222	ENSG00000125912	cyan
1223	ENSG00000125965	grey
1224	ENSG00000125968	lightyellow
1225	ENSG00000125970	lightgreen
1226	ENSG00000125977	white
1227	ENSG00000125991	lightgreen
1228	ENSG00000125995	blue
1229	ENSG00000126005	lightgreen
1230	ENSG00000126067	darkmagenta
1231	ENSG00000126088	cyan
1232	ENSG00000126247	darkorange
1233	ENSG00000126261	black
1234	ENSG00000126267	cyan
1235	ENSG00000126432	cyan
1236	ENSG00000126457	steelblue
1237	ENSG00000126458	darkorange
1238	ENSG00000126461	grey60
1239	ENSG00000126524	darkturquoise
1240	ENSG00000126653	darkmagenta
1241	ENSG00000126698	black
1242	ENSG00000126709	midnightblue
1243	ENSG00000126777	white
1244	ENSG00000126778	green
1245	ENSG00000126870	darkmagenta
1246	ENSG00000126934	darkorange
1247	ENSG00000126945	black
1248	ENSG00000127184	blue
1249	ENSG00000127314	black
1250	ENSG00000127418	green
1251	ENSG00000127445	cyan
1252	ENSG00000127463	greenyellow
1253	ENSG00000127481	darkmagenta
1254	ENSG00000127483	black
1255	ENSG00000127526	darkmagenta
1256	ENSG00000127528	darkorange
1257	ENSG00000127540	darkmagenta
1258	ENSG00000127603	white
1259	ENSG00000127616	darkmagenta
1260	ENSG00000127804	darkmagenta
1261	ENSG00000127884	blue
1262	ENSG00000127914	white
1263	ENSG00000127920	blue
1264	ENSG00000127922	blue
1265	ENSG00000127951	blue
1266	ENSG00000127954	green
1267	ENSG00000127990	pink
1268	ENSG00000128016	lightyellow
1269	ENSG00000128245	blue
1270	ENSG00000128272	darkturquoise
1271	ENSG00000128274	darkorange
1272	ENSG00000128283	darkorange
1273	ENSG00000128284	midnightblue
1274	ENSG00000128335	darkmagenta
1275	ENSG00000128342	grey
1276	ENSG00000128463	darkturquoise
1277	ENSG00000128510	lightyellow
1278	ENSG00000128524	grey60
1279	ENSG00000128585	darkmagenta
1280	ENSG00000128591	darkmagenta
1281	ENSG00000128595	darkmagenta
1282	ENSG00000128596	darkmagenta
1283	ENSG00000128609	darkturquoise
1284	ENSG00000128641	black
1285	ENSG00000128791	black
1286	ENSG00000128805	greenyellow
1287	ENSG00000128829	darkmagenta
1288	ENSG00000128908	grey60
1289	ENSG00000128923	darkmagenta
1290	ENSG00000128951	darkturquoise
1291	ENSG00000128989	black
1292	ENSG00000129038	lightgreen
1293	ENSG00000129055	darkturquoise
1294	ENSG00000129083	black
1295	ENSG00000129103	brown
1296	ENSG00000129116	lightyellow
1297	ENSG00000129128	darkturquoise
1298	ENSG00000129187	darkturquoise
1299	ENSG00000129235	blue
1300	ENSG00000129250	darkorange
1301	ENSG00000129292	white
1302	ENSG00000129351	white
1303	ENSG00000129353	darkorange
1304	ENSG00000129515	black
1305	ENSG00000129562	darkturquoise
1306	ENSG00000129625	blue
1307	ENSG00000129680	darkmagenta
1308	ENSG00000130005	cyan
1309	ENSG00000130066	black
1310	ENSG00000130119	darkmagenta
1311	ENSG00000130175	darkorange
1312	ENSG00000130177	darkturquoise
1313	ENSG00000130202	darkmagenta
1314	ENSG00000130254	darkmagenta
1315	ENSG00000130255	blue
1316	ENSG00000130309	grey60
1317	ENSG00000130340	black
1318	ENSG00000130363	darkmagenta
1319	ENSG00000130382	darkorange
1320	ENSG00000130396	darkmagenta
1321	ENSG00000130508	lightgreen
1322	ENSG00000130513	grey60
1323	ENSG00000130517	darkmagenta
1324	ENSG00000130520	blue
1325	ENSG00000130589	midnightblue
1326	ENSG00000130635	grey
1327	ENSG00000130638	steelblue
1328	ENSG00000130706	cyan
1329	ENSG00000130707	greenyellow
1330	ENSG00000130724	cyan
1331	ENSG00000130725	darkmagenta
1332	ENSG00000130726	lightgreen
1333	ENSG00000130731	darkmagenta
1334	ENSG00000130741	black
1335	ENSG00000130779	darkmagenta
1336	ENSG00000130811	blue
1337	ENSG00000130813	midnightblue
1338	ENSG00000130816	darkmagenta
1339	ENSG00000130826	darkmagenta
1340	ENSG00000130827	green
1341	ENSG00000130921	darkmagenta
1342	ENSG00000130985	grey
1343	ENSG00000131016	grey
1344	ENSG00000131018	brown
1345	ENSG00000131051	darkmagenta
1346	ENSG00000131100	blue
1347	ENSG00000131143	blue
1348	ENSG00000131165	cyan
1349	ENSG00000131171	black
1350	ENSG00000131174	blue
1351	ENSG00000131236	darkturquoise
1352	ENSG00000131238	black
1353	ENSG00000131378	brown
1354	ENSG00000131386	white
1355	ENSG00000131389	steelblue
1356	ENSG00000131437	darkmagenta
1357	ENSG00000131446	darkorange
1358	ENSG00000131459	white
1359	ENSG00000131467	black
1360	ENSG00000131469	blue
1361	ENSG00000131473	brown
1362	ENSG00000131475	darkturquoise
1363	ENSG00000131504	brown
1364	ENSG00000131507	darkturquoise
1365	ENSG00000131508	darkturquoise
1366	ENSG00000131653	green
1367	ENSG00000131668	darkorange
1368	ENSG00000131711	darkmagenta
1369	ENSG00000131724	black
1370	ENSG00000131747	steelblue
1371	ENSG00000131828	darkturquoise
1372	ENSG00000131871	darkturquoise
1373	ENSG00000131966	darkturquoise
1374	ENSG00000131981	blue
1375	ENSG00000132002	steelblue
1376	ENSG00000132274	midnightblue
1377	ENSG00000132305	black
1378	ENSG00000132329	grey60
1379	ENSG00000132341	darkturquoise
1380	ENSG00000132383	black
1381	ENSG00000132386	grey
1382	ENSG00000132424	white
1383	ENSG00000132432	blue
1384	ENSG00000132463	black
1385	ENSG00000132466	darkmagenta
1386	ENSG00000132471	green
1387	ENSG00000132475	darkturquoise
1388	ENSG00000132581	blue
1389	ENSG00000132612	cyan
1390	ENSG00000132646	darkturquoise
1391	ENSG00000132669	brown
1392	ENSG00000132670	black
1393	ENSG00000132676	black
1394	ENSG00000132718	lightyellow
1395	ENSG00000132780	black
1396	ENSG00000132824	brown
1397	ENSG00000132963	blue
1398	ENSG00000132970	darkmagenta
1399	ENSG00000133026	darkmagenta
1400	ENSG00000133030	brown
1401	ENSG00000133048	grey
1402	ENSG00000133059	darkmagenta
1403	ENSG00000133104	black
1404	ENSG00000133106	midnightblue
1405	ENSG00000133110	black
1406	ENSG00000133112	blue
1407	ENSG00000133226	darkmagenta
1408	ENSG00000133243	darkorange
1409	ENSG00000133318	blue
1410	ENSG00000133321	blue
1411	ENSG00000133639	pink
1412	ENSG00000133657	black
1413	ENSG00000133687	green
1414	ENSG00000133706	black
1415	ENSG00000133816	black
1416	ENSG00000133858	darkmagenta
1417	ENSG00000133872	darkturquoise
1418	ENSG00000134001	black
1419	ENSG00000134013	grey
1420	ENSG00000134046	black
1421	ENSG00000134057	steelblue
1422	ENSG00000134086	darkmagenta
1423	ENSG00000134107	steelblue
1424	ENSG00000134109	black
1425	ENSG00000134153	darkturquoise
1426	ENSG00000134186	darkmagenta
1427	ENSG00000134202	blue
1428	ENSG00000134243	green
1429	ENSG00000134247	pink
1430	ENSG00000134248	blue
1431	ENSG00000134250	brown
1432	ENSG00000134285	blue
1433	ENSG00000134291	blue
1434	ENSG00000134294	black
1435	ENSG00000134308	black
1436	ENSG00000134313	black
1437	ENSG00000134318	darkmagenta
1438	ENSG00000134352	black
1439	ENSG00000134363	grey60
1440	ENSG00000134369	darkmagenta
1441	ENSG00000134375	darkturquoise
1442	ENSG00000134419	darkturquoise
1443	ENSG00000134440	black
1444	ENSG00000134508	grey
1445	ENSG00000134531	green
1446	ENSG00000134533	black
1447	ENSG00000134548	grey
1448	ENSG00000134574	grey60
1449	ENSG00000134575	darkmagenta
1450	ENSG00000134590	darkorange
1451	ENSG00000134597	darkmagenta
1452	ENSG00000134684	darkturquoise
1453	ENSG00000134686	greenyellow
1454	ENSG00000134697	black
1455	ENSG00000134717	black
1456	ENSG00000134779	lightyellow
1457	ENSG00000134809	darkturquoise
1458	ENSG00000134824	green
1459	ENSG00000134825	blue
1460	ENSG00000134851	darkturquoise
1461	ENSG00000134853	black
1462	ENSG00000134871	darkturquoise
1463	ENSG00000134882	blue
1464	ENSG00000134884	black
1465	ENSG00000134897	darkmagenta
1466	ENSG00000134910	black
1467	ENSG00000134954	black
1468	ENSG00000134986	black
1469	ENSG00000135018	black
1470	ENSG00000135046	darkturquoise
1471	ENSG00000135047	greenyellow
1472	ENSG00000135052	black
1473	ENSG00000135069	darkturquoise
1474	ENSG00000135245	white
1475	ENSG00000135269	darkturquoise
1476	ENSG00000135272	black
1477	ENSG00000135318	darkturquoise
1478	ENSG00000135387	black
1479	ENSG00000135390	blue
1480	ENSG00000135404	blue
1481	ENSG00000135424	lightyellow
1482	ENSG00000135446	black
1483	ENSG00000135480	darkmagenta
1484	ENSG00000135486	black
1485	ENSG00000135506	brown
1486	ENSG00000135535	black
1487	ENSG00000135624	darkturquoise
1488	ENSG00000135631	darkorange
1489	ENSG00000135677	brown
1490	ENSG00000135678	darkorange
1491	ENSG00000135686	darkmagenta
1492	ENSG00000135720	white
1493	ENSG00000135744	pink
1494	ENSG00000135821	green
1495	ENSG00000135829	black
1496	ENSG00000135862	green
1497	ENSG00000135899	darkmagenta
1498	ENSG00000135916	brown
1499	ENSG00000135919	grey
1500	ENSG00000135924	darkorange
1501	ENSG00000135926	green
1502	ENSG00000135929	grey
1503	ENSG00000135930	darkturquoise
1504	ENSG00000135931	white
1505	ENSG00000136003	blue
1506	ENSG00000136010	black
1507	ENSG00000136026	darkmagenta
1508	ENSG00000136044	black
1509	ENSG00000136045	darkturquoise
1510	ENSG00000136048	steelblue
1511	ENSG00000136068	green
1512	ENSG00000136153	darkmagenta
1513	ENSG00000136156	green
1514	ENSG00000136193	black
1515	ENSG00000136205	brown
1516	ENSG00000136213	darkmagenta
1517	ENSG00000136235	grey
1518	ENSG00000136238	blue
1519	ENSG00000136240	blue
1520	ENSG00000136244	grey
1521	ENSG00000136279	darkmagenta
1522	ENSG00000136295	lightgreen
1523	ENSG00000136378	green
1524	ENSG00000136448	darkmagenta
1525	ENSG00000136485	darkmagenta
1526	ENSG00000136522	darkturquoise
1527	ENSG00000136527	darkturquoise
1528	ENSG00000136542	darkturquoise
1529	ENSG00000136628	darkmagenta
1530	ENSG00000136732	cyan
1531	ENSG00000136758	black
1532	ENSG00000136770	midnightblue
1533	ENSG00000136810	blue
1534	ENSG00000136813	black
1535	ENSG00000136819	darkmagenta
1536	ENSG00000136826	lightyellow
1537	ENSG00000136827	darkturquoise
1538	ENSG00000136830	green
1539	ENSG00000136840	darkmagenta
1540	ENSG00000136859	green
1541	ENSG00000136868	darkmagenta
1542	ENSG00000136888	darkturquoise
1543	ENSG00000136908	darkmagenta
1544	ENSG00000136930	grey
1545	ENSG00000136938	grey
1546	ENSG00000136942	blue
1547	ENSG00000136960	white
1548	ENSG00000136999	lightyellow
1549	ENSG00000137076	green
1550	ENSG00000137100	blue
1551	ENSG00000137106	blue
1552	ENSG00000137124	blue
1553	ENSG00000137154	blue
1554	ENSG00000137161	darkmagenta
1555	ENSG00000137177	black
1556	ENSG00000137207	lightgreen
1557	ENSG00000137210	darkturquoise
1558	ENSG00000137288	blue
1559	ENSG00000137309	greenyellow
1560	ENSG00000137364	darkmagenta
1561	ENSG00000137409	darkorange
1562	ENSG00000137509	green
1563	ENSG00000137547	darkturquoise
1564	ENSG00000137573	black
1565	ENSG00000137575	black
1566	ENSG00000137692	darkturquoise
1567	ENSG00000137693	darkmagenta
1568	ENSG00000137710	darkmagenta
1569	ENSG00000137767	blue
1570	ENSG00000137776	white
1571	ENSG00000137801	lightyellow
1572	ENSG00000137809	brown
1573	ENSG00000137815	darkmagenta
1574	ENSG00000137818	blue
1575	ENSG00000137819	darkmagenta
1576	ENSG00000137831	black
1577	ENSG00000137834	lightgreen
1578	ENSG00000137845	black
1579	ENSG00000137876	darkturquoise
1580	ENSG00000137955	darkturquoise
1581	ENSG00000137959	midnightblue
1582	ENSG00000137962	black
1583	ENSG00000137965	midnightblue
1584	ENSG00000138029	brown
1585	ENSG00000138061	grey
1586	ENSG00000138069	darkturquoise
1587	ENSG00000138071	black
1588	ENSG00000138080	lightgreen
1589	ENSG00000138085	blue
1590	ENSG00000138095	black
1591	ENSG00000138107	grey
1592	ENSG00000138119	brown
1593	ENSG00000138131	darkmagenta
1594	ENSG00000138166	pink
1595	ENSG00000138207	pink
1596	ENSG00000138246	black
1597	ENSG00000138279	black
1598	ENSG00000138326	blue
1599	ENSG00000138356	green
1600	ENSG00000138385	darkturquoise
1601	ENSG00000138398	darkmagenta
1602	ENSG00000138413	black
1603	ENSG00000138430	darkturquoise
1604	ENSG00000138433	darkmagenta
1605	ENSG00000138434	black
1606	ENSG00000138448	black
1607	ENSG00000138449	brown
1608	ENSG00000138496	midnightblue
1609	ENSG00000138592	darkmagenta
1610	ENSG00000138642	midnightblue
1611	ENSG00000138668	darkturquoise
1612	ENSG00000138674	black
1613	ENSG00000138685	blue
1614	ENSG00000138735	lightyellow
1615	ENSG00000138757	black
1616	ENSG00000138758	darkmagenta
1617	ENSG00000138760	black
1618	ENSG00000138768	black
1619	ENSG00000138777	darkturquoise
1620	ENSG00000138801	black
1621	ENSG00000138814	black
1622	ENSG00000138821	steelblue
1623	ENSG00000138835	cyan
1624	ENSG00000138944	darkturquoise
1625	ENSG00000139112	green
1626	ENSG00000139168	darkmagenta
1627	ENSG00000139218	white
1628	ENSG00000139266	darkmagenta
1629	ENSG00000139278	darkturquoise
1630	ENSG00000139289	grey
1631	ENSG00000139318	greenyellow
1632	ENSG00000139329	black
1633	ENSG00000139343	blue
1634	ENSG00000139433	darkmagenta
1635	ENSG00000139579	darkmagenta
1636	ENSG00000139629	darkmagenta
1637	ENSG00000139641	green
1638	ENSG00000139644	darkturquoise
1639	ENSG00000139684	darkturquoise
1640	ENSG00000139726	black
1641	ENSG00000139910	darkmagenta
1642	ENSG00000139921	black
1643	ENSG00000139926	black
1644	ENSG00000140044	blue
1645	ENSG00000140092	grey
1646	ENSG00000140105	midnightblue
1647	ENSG00000140262	black
1648	ENSG00000140264	blue
1649	ENSG00000140285	steelblue
1650	ENSG00000140299	black
1651	ENSG00000140307	darkturquoise
1652	ENSG00000140319	darkturquoise
1653	ENSG00000140350	darkturquoise
1654	ENSG00000140367	darkmagenta
1655	ENSG00000140374	darkturquoise
1656	ENSG00000140391	lightyellow
1657	ENSG00000140416	white
1658	ENSG00000140464	white
1659	ENSG00000140526	brown
1660	ENSG00000140545	darkorange
1661	ENSG00000140553	darkorange
1662	ENSG00000140564	green
1663	ENSG00000140575	brown
1664	ENSG00000140612	darkturquoise
1665	ENSG00000140740	black
1666	ENSG00000140937	black
1667	ENSG00000140941	darkturquoise
1668	ENSG00000140943	brown
1669	ENSG00000140945	steelblue
1670	ENSG00000141002	darkmagenta
1671	ENSG00000141027	darkmagenta
1672	ENSG00000141052	grey60
1673	ENSG00000141232	green
1674	ENSG00000141367	brown
1675	ENSG00000141380	black
1676	ENSG00000141424	black
1677	ENSG00000141429	darkturquoise
1678	ENSG00000141456	darkmagenta
1679	ENSG00000141469	greenyellow
1680	ENSG00000141503	green
1681	ENSG00000141522	green
1682	ENSG00000141526	darkmagenta
1683	ENSG00000141552	blue
1684	ENSG00000141574	white
1685	ENSG00000141580	darkturquoise
1686	ENSG00000141696	darkmagenta
1687	ENSG00000141736	green
1688	ENSG00000141753	darkmagenta
1689	ENSG00000141756	green
1690	ENSG00000141759	blue
1691	ENSG00000141867	darkmagenta
1692	ENSG00000141905	darkmagenta
1693	ENSG00000141959	darkmagenta
1694	ENSG00000141985	lightgreen
1695	ENSG00000142002	darkmagenta
1696	ENSG00000142156	green
1697	ENSG00000142168	blue
1698	ENSG00000142173	green
1699	ENSG00000142192	brown
1700	ENSG00000142208	green
1701	ENSG00000142227	darkmagenta
1702	ENSG00000142230	darkturquoise
1703	ENSG00000142507	blue
1704	ENSG00000142534	blue
1705	ENSG00000142541	black
1706	ENSG00000142552	darkmagenta
1707	ENSG00000142634	lightgreen
1708	ENSG00000142657	pink
1709	ENSG00000142669	lightgreen
1710	ENSG00000142676	blue
1711	ENSG00000142687	darkmagenta
1712	ENSG00000142798	green
1713	ENSG00000142864	black
1714	ENSG00000142871	lightyellow
1715	ENSG00000142937	blue
1716	ENSG00000142949	darkmagenta
1717	ENSG00000143013	pink
1718	ENSG00000143106	blue
1719	ENSG00000143127	brown
1720	ENSG00000143149	brown
1721	ENSG00000143153	steelblue
1722	ENSG00000143162	blue
1723	ENSG00000143164	black
1724	ENSG00000143183	white
1725	ENSG00000143198	blue
1726	ENSG00000143222	blue
1727	ENSG00000143248	darkturquoise
1728	ENSG00000143252	black
1729	ENSG00000143314	blue
1730	ENSG00000143315	darkmagenta
1731	ENSG00000143320	grey60
1732	ENSG00000143321	greenyellow
1733	ENSG00000143322	darkmagenta
1734	ENSG00000143333	white
1735	ENSG00000143337	black
1736	ENSG00000143369	darkmagenta
1737	ENSG00000143382	green
1738	ENSG00000143384	black
1739	ENSG00000143387	grey
1740	ENSG00000143401	darkmagenta
1741	ENSG00000143416	green
1742	ENSG00000143418	black
1743	ENSG00000143420	darkturquoise
1744	ENSG00000143515	brown
1745	ENSG00000143537	green
1746	ENSG00000143543	cyan
1747	ENSG00000143545	darkmagenta
1748	ENSG00000143549	black
1749	ENSG00000143569	brown
1750	ENSG00000143575	darkturquoise
1751	ENSG00000143612	darkturquoise
1752	ENSG00000143621	darkturquoise
1753	ENSG00000143641	green
1754	ENSG00000143653	darkturquoise
1755	ENSG00000143727	darkturquoise
1756	ENSG00000143742	black
1757	ENSG00000143753	darkturquoise
1758	ENSG00000143761	greenyellow
1759	ENSG00000143771	blue
1760	ENSG00000143774	blue
1761	ENSG00000143793	darkmagenta
1762	ENSG00000143819	darkorange
1763	ENSG00000143870	darkturquoise
1764	ENSG00000143878	lightyellow
1765	ENSG00000143891	darkmagenta
1766	ENSG00000143933	blue
1767	ENSG00000143947	blue
1768	ENSG00000143977	darkturquoise
1769	ENSG00000144028	brown
1770	ENSG00000144043	brown
1771	ENSG00000144115	darkmagenta
1772	ENSG00000144118	darkturquoise
1773	ENSG00000144136	greenyellow
1774	ENSG00000144224	darkmagenta
1775	ENSG00000144283	darkmagenta
1776	ENSG00000144320	darkmagenta
1777	ENSG00000144381	black
1778	ENSG00000144455	blue
1779	ENSG00000144476	pink
1780	ENSG00000144567	grey
1781	ENSG00000144579	darkorange
1782	ENSG00000144580	black
1783	ENSG00000144591	cyan
1784	ENSG00000144674	black
1785	ENSG00000144713	blue
1786	ENSG00000144746	brown
1787	ENSG00000144802	lightyellow
1788	ENSG00000144810	steelblue
1789	ENSG00000144815	darkmagenta
1790	ENSG00000144857	brown
1791	ENSG00000144867	blue
1792	ENSG00000144895	black
1793	ENSG00000145012	white
1794	ENSG00000145050	blue
1795	ENSG00000145220	darkmagenta
1796	ENSG00000145349	black
1797	ENSG00000145390	darkmagenta
1798	ENSG00000145391	black
1799	ENSG00000145431	black
1800	ENSG00000145494	darkmagenta
1801	ENSG00000145555	darkmagenta
1802	ENSG00000145592	blue
1803	ENSG00000145623	brown
1804	ENSG00000145632	darkturquoise
1805	ENSG00000145675	brown
1806	ENSG00000145681	black
1807	ENSG00000145685	black
1808	ENSG00000145730	black
1809	ENSG00000145741	darkturquoise
1810	ENSG00000145782	darkmagenta
1811	ENSG00000145817	darkmagenta
1812	ENSG00000145833	darkmagenta
1813	ENSG00000145860	darkmagenta
1814	ENSG00000145901	cyan
1815	ENSG00000145907	black
1816	ENSG00000146007	darkmagenta
1817	ENSG00000146197	lightyellow
1818	ENSG00000146223	darkmagenta
1819	ENSG00000146247	darkmagenta
1820	ENSG00000146374	darkmagenta
1821	ENSG00000146411	blue
1822	ENSG00000146425	blue
1823	ENSG00000146457	black
1824	ENSG00000146535	brown
1825	ENSG00000146674	grey
1826	ENSG00000146701	lightgreen
1827	ENSG00000146731	black
1828	ENSG00000146909	darkmagenta
1829	ENSG00000147065	brown
1830	ENSG00000147123	cyan
1831	ENSG00000147140	black
1832	ENSG00000147162	black
1833	ENSG00000147274	black
1834	ENSG00000147403	black
1835	ENSG00000147408	black
1836	ENSG00000147416	black
1837	ENSG00000147419	darkmagenta
1838	ENSG00000147454	darkmagenta
1839	ENSG00000147526	darkmagenta
1840	ENSG00000147649	darkmagenta
1841	ENSG00000147669	darkturquoise
1842	ENSG00000147677	blue
1843	ENSG00000147684	darkturquoise
1844	ENSG00000147853	black
1845	ENSG00000147854	black
1846	ENSG00000147872	blue
1847	ENSG00000148053	brown
1848	ENSG00000148120	darkturquoise
1849	ENSG00000148153	darkmagenta
1850	ENSG00000148154	darkturquoise
1851	ENSG00000148175	blue
1852	ENSG00000148180	green
1853	ENSG00000148229	darkturquoise
1854	ENSG00000148337	brown
1855	ENSG00000148344	darkmagenta
1856	ENSG00000148358	white
1857	ENSG00000148484	black
1858	ENSG00000148498	darkmagenta
1859	ENSG00000148516	darkmagenta
1860	ENSG00000148634	darkturquoise
1861	ENSG00000148672	black
1862	ENSG00000148700	black
1863	ENSG00000148730	black
1864	ENSG00000148737	darkmagenta
1865	ENSG00000148834	blue
1866	ENSG00000148843	darkmagenta
1867	ENSG00000148848	grey60
1868	ENSG00000148926	pink
1869	ENSG00000149090	green
1870	ENSG00000149100	blue
1871	ENSG00000149115	green
1872	ENSG00000149131	darkorange
1873	ENSG00000149136	black
1874	ENSG00000149196	blue
1875	ENSG00000149218	green
1876	ENSG00000149257	blue
1877	ENSG00000149273	blue
1878	ENSG00000149357	blue
1879	ENSG00000149380	grey
1880	ENSG00000149485	brown
1881	ENSG00000149541	cyan
1882	ENSG00000149547	steelblue
1883	ENSG00000149557	blue
1884	ENSG00000149577	green
1885	ENSG00000149591	darkturquoise
1886	ENSG00000149806	blue
1887	ENSG00000149923	cyan
1888	ENSG00000149932	cyan
1889	ENSG00000149968	midnightblue
1890	ENSG00000150093	black
1891	ENSG00000150347	darkmagenta
1892	ENSG00000150403	green
1893	ENSG00000150459	blue
1894	ENSG00000150593	black
1895	ENSG00000150594	lightyellow
1896	ENSG00000150630	blue
1897	ENSG00000150687	darkturquoise
1898	ENSG00000150753	darkturquoise
1899	ENSG00000150776	darkmagenta
1900	ENSG00000150779	blue
1901	ENSG00000150787	blue
1902	ENSG00000150938	green
1903	ENSG00000150961	black
1904	ENSG00000150991	grey
1905	ENSG00000151012	darkturquoise
1906	ENSG00000151135	black
1907	ENSG00000151176	brown
1908	ENSG00000151239	black
1909	ENSG00000151247	black
